age,marital,balance,loan,contact,y
40,married,1532,yes,cellular,no
57,married,75,no,cellular,no
29,single,103,no,unknown,no
44,married,134,no,cellular,no
41,single,748,no,telephone,no
47,married,1990,yes,cellular,no
43,married,192,no,cellular,no
37,single,267,no,cellular,no
34,single,586,no,unknown,no
30,single,648,yes,unknown,no
57,divorced,25,no,cellular,no
26,single,96,no,cellular,no
34,married,1116,no,cellular,no
46,divorced,-90,yes,telephone,yes
38,married,170,no,cellular,yes
37,single,3665,no,cellular,yes
28,single,2380,no,cellular,no
57,married,179,no,unknown,no
39,married,763,no,cellular,yes
49,married,320,no,telephone,yes
38,married,1960,no,cellular,no
27,married,818,no,unknown,no
30,married,2678,no,cellular,no
38,married,1980,no,cellular,no
36,married,1582,no,telephone,no
38,single,62,no,unknown,no
59,married,235,no,cellular,no
37,married,489,no,cellular,no
29,married,3931,no,unknown,no
43,married,699,yes,cellular,yes
33,married,58,no,telephone,no
54,divorced,1327,no,unknown,no
55,married,557,no,unknown,no
32,single,741,no,cellular,no
48,married,3230,no,telephone,no
33,single,1439,no,cellular,no
46,married,120,no,unknown,no
44,married,1058,no,cellular,yes
47,married,881,no,cellular,no
38,married,6728,no,cellular,yes
80,married,462,no,cellular,no
40,married,167,yes,cellular,no
43,married,1574,no,cellular,no
32,single,1625,no,cellular,yes
39,married,562,no,cellular,no
33,married,9305,no,cellular,no
31,single,35,yes,cellular,no
36,single,0,no,cellular,no
35,single,2486,no,cellular,no
25,single,368,no,telephone,no
33,single,1558,no,cellular,no
23,single,8627,no,cellular,no
31,single,2590,no,cellular,no
36,married,0,yes,unknown,no
44,single,900,no,cellular,no
31,single,385,no,unknown,no
55,married,1649,no,cellular,no
51,divorced,9228,no,cellular,yes
36,married,0,yes,cellular,no
27,single,1,no,cellular,no
40,married,771,no,cellular,no
49,married,280,no,telephone,no
59,married,46,no,cellular,no
32,married,2431,no,cellular,yes
42,single,308,no,cellular,no
35,divorced,160,no,unknown,no
29,single,555,no,cellular,no
29,single,778,no,unknown,no
37,single,48,no,cellular,no
49,married,169,no,cellular,no
51,divorced,12,no,cellular,no
61,married,848,no,cellular,no
43,married,481,no,telephone,no
42,married,12223,no,cellular,no
24,married,-254,yes,unknown,no
46,married,1148,no,telephone,no
23,single,5,no,unknown,no
26,single,50,no,cellular,no
43,divorced,92,no,unknown,no
35,single,470,no,cellular,yes
38,married,0,no,cellular,no
56,divorced,109,no,cellular,no
31,married,440,no,unknown,no
32,single,0,no,cellular,yes
28,single,2685,yes,unknown,no
26,divorced,-3,no,unknown,no
49,married,7007,no,cellular,no
33,married,220,no,unknown,no
80,married,1548,no,cellular,no
40,married,326,yes,cellular,no
42,divorced,0,no,unknown,no
46,married,123,no,cellular,no
32,single,697,no,cellular,no
37,single,223,no,unknown,no
32,married,1694,no,cellular,no
53,married,4446,no,unknown,no
39,married,894,no,cellular,no
31,divorced,202,no,cellular,no
34,single,0,no,cellular,no
44,married,1707,no,cellular,no
35,married,13658,no,telephone,no
39,married,406,no,cellular,no
55,married,96,no,telephone,no
34,married,0,no,unknown,yes
39,married,-276,yes,cellular,no
58,married,413,no,cellular,no
37,married,655,no,cellular,no
56,divorced,694,no,cellular,yes
32,single,10218,no,cellular,no
41,single,1646,no,cellular,yes
29,single,14,no,cellular,no
44,married,7635,no,cellular,no
24,married,9,no,unknown,no
43,single,1029,no,unknown,no
26,married,2855,no,cellular,no
39,married,260,no,cellular,no
49,married,2039,no,cellular,yes
52,divorced,-97,yes,unknown,no
33,married,1465,no,cellular,no
30,married,125,no,unknown,no
32,single,930,no,cellular,no
27,single,0,no,cellular,no
58,married,73,no,unknown,no
46,married,-35,no,cellular,no
28,single,1351,no,cellular,no
39,married,1601,no,unknown,no
41,married,88,no,cellular,no
38,married,435,no,unknown,no
50,divorced,717,no,cellular,no
56,married,705,no,unknown,no
34,married,1553,no,cellular,no
33,divorced,-131,no,unknown,no
61,married,1191,no,cellular,yes
36,single,47,yes,cellular,no
34,married,544,yes,cellular,no
36,married,688,no,unknown,no
45,married,242,no,cellular,yes
27,single,118,no,cellular,no
45,married,-388,no,cellular,no
40,married,1603,no,unknown,no
36,single,1511,no,cellular,yes
46,married,147,no,cellular,no
37,married,836,no,unknown,no
36,married,55,no,cellular,no
37,married,1123,yes,unknown,no
22,single,691,no,cellular,yes
51,married,0,yes,unknown,no
49,married,12531,no,cellular,no
35,married,552,yes,cellular,no
50,married,0,no,unknown,no
31,married,309,yes,unknown,no
47,single,33,no,cellular,no
59,married,681,no,telephone,no
32,married,1787,no,cellular,no
71,married,14220,no,cellular,yes
31,single,12569,no,cellular,yes
41,married,4,no,cellular,no
35,married,3587,no,unknown,no
36,married,254,no,unknown,no
46,divorced,1712,no,unknown,no
46,married,4855,no,cellular,no
47,married,2408,no,cellular,no
35,single,252,no,cellular,no
37,married,346,no,cellular,no
56,married,45,no,unknown,yes
46,married,556,yes,unknown,yes
44,divorced,-710,no,cellular,no
48,single,-551,no,cellular,no
28,single,56,no,unknown,no
38,married,1514,yes,cellular,no
34,single,178,no,cellular,no
56,married,359,no,unknown,no
55,divorced,1580,yes,unknown,yes
44,divorced,221,no,cellular,no
38,married,1161,no,unknown,no
53,married,1278,no,telephone,no
41,single,982,no,cellular,no
34,single,16,no,cellular,yes
34,single,1,no,cellular,no
35,married,128,no,cellular,no
38,single,2543,no,cellular,yes
42,married,42045,no,cellular,no
56,married,828,no,cellular,no
37,divorced,0,no,cellular,no
47,married,3940,no,cellular,no
29,married,125,no,unknown,no
41,married,140,no,unknown,no
43,single,593,no,unknown,no
38,married,746,no,unknown,no
31,married,589,yes,unknown,no
32,single,2343,no,cellular,no
40,married,294,no,cellular,no
45,married,644,yes,telephone,no
43,married,-26,no,unknown,no
27,single,3354,no,cellular,no
33,single,23,no,cellular,no
37,married,7,no,cellular,no
60,married,3735,no,cellular,yes
51,married,2094,no,cellular,yes
44,married,508,no,cellular,no
48,married,0,no,cellular,no
57,married,93,no,telephone,no
29,single,0,no,unknown,no
50,married,26394,no,cellular,no
36,married,-11,no,cellular,no
49,married,523,no,cellular,yes
49,married,-74,no,cellular,no
35,married,0,no,cellular,no
39,single,122,no,unknown,no
34,married,351,yes,cellular,no
57,married,35,yes,unknown,no
37,divorced,2610,no,cellular,no
25,single,64,no,cellular,no
43,married,60,no,cellular,no
37,married,342,no,cellular,no
36,single,1830,no,cellular,no
49,divorced,1904,yes,cellular,no
38,single,16957,no,telephone,no
39,divorced,26,no,unknown,no
40,married,0,no,cellular,yes
34,married,79,no,unknown,no
39,married,2303,no,unknown,yes
53,married,65,no,cellular,no
44,married,332,no,cellular,no
32,divorced,-399,no,unknown,no
50,divorced,-54,yes,cellular,yes
29,married,-102,no,unknown,no
55,married,4809,no,cellular,no
73,married,279,no,cellular,yes
52,married,11,no,unknown,no
49,married,2201,no,unknown,no
63,married,8044,no,cellular,no
34,married,2374,no,cellular,yes
32,single,92,no,cellular,no
49,married,443,no,cellular,no
40,married,1397,no,telephone,no
53,married,7,no,cellular,no
53,married,3177,no,cellular,no
43,married,232,yes,cellular,no
35,single,81,no,cellular,no
35,single,414,no,cellular,no
25,single,1433,no,cellular,no
31,single,187,no,cellular,no
48,married,0,no,cellular,no
40,married,4610,no,cellular,no
46,married,1429,no,unknown,no
30,single,334,no,cellular,no
47,married,2,yes,cellular,no
23,single,500,no,unknown,no
29,married,43,no,unknown,no
38,married,4030,no,cellular,no
56,married,306,yes,cellular,no
52,married,0,no,cellular,no
55,married,168,no,cellular,no
43,married,210,no,cellular,no
34,married,518,no,cellular,no
43,single,1696,no,cellular,yes
55,married,-31,yes,cellular,no
34,married,856,no,cellular,no
34,single,318,no,unknown,no
43,married,64,no,unknown,no
39,married,800,no,cellular,no
39,single,75,no,unknown,no
34,single,347,no,cellular,no
55,married,2366,yes,cellular,no
67,married,701,no,cellular,yes
34,married,475,yes,cellular,no
47,married,3285,no,cellular,no
33,married,925,no,cellular,no
45,married,128,yes,cellular,no
36,married,1587,no,cellular,no
59,divorced,879,no,unknown,no
33,married,478,no,cellular,yes
52,divorced,280,no,cellular,no
53,married,1868,no,cellular,no
41,married,819,no,cellular,no
45,married,4646,no,unknown,no
60,single,27,no,cellular,no
32,married,736,no,unknown,no
28,single,224,no,cellular,no
31,single,2544,no,cellular,yes
53,married,427,yes,cellular,no
58,married,2764,no,cellular,no
38,married,376,no,unknown,no
46,married,523,no,cellular,no
53,married,71,yes,cellular,no
56,married,3948,no,cellular,no
52,single,1810,no,telephone,no
38,married,994,no,unknown,no
37,married,52,no,unknown,no
37,married,11,no,telephone,no
37,married,0,no,unknown,no
66,married,747,no,telephone,no
44,married,2657,no,unknown,no
61,married,313,yes,unknown,no
34,married,61,yes,unknown,no
33,single,2557,no,cellular,no
30,divorced,0,no,cellular,no
27,divorced,10,no,cellular,no
37,married,658,no,telephone,no
38,married,1679,no,unknown,no
35,single,0,yes,cellular,no
50,married,841,no,unknown,no
39,married,0,no,cellular,no
35,married,1160,no,unknown,no
36,divorced,-37,no,unknown,no
28,single,94,no,cellular,no
39,married,585,no,cellular,no
39,married,235,no,unknown,no
30,single,2145,no,cellular,yes
32,married,1464,no,unknown,no
28,married,232,yes,cellular,no
47,married,187,no,unknown,no
53,married,12,no,cellular,no
57,married,318,no,unknown,no
47,married,405,yes,cellular,yes
56,married,334,no,unknown,no
38,married,0,no,unknown,no
52,married,2,no,unknown,no
46,married,966,yes,cellular,no
57,married,195,yes,telephone,no
42,divorced,0,no,cellular,no
57,married,0,no,unknown,no
51,married,260,no,cellular,no
53,married,451,no,cellular,no
37,married,3242,no,unknown,no
47,divorced,8515,no,unknown,no
48,married,1808,no,cellular,yes
39,married,20,no,unknown,no
42,married,3068,yes,cellular,no
36,married,23,no,cellular,no
34,single,1076,no,cellular,no
61,married,1060,no,unknown,no
32,single,678,no,cellular,yes
35,single,1147,yes,telephone,no
54,married,-630,no,unknown,no
31,married,459,no,cellular,no
45,divorced,976,no,cellular,no
32,married,357,no,cellular,no
52,married,-9,no,unknown,no
36,single,1927,no,cellular,no
31,married,500,no,unknown,no
53,married,9146,no,cellular,no
43,married,59,no,unknown,no
47,married,0,no,cellular,no
46,married,328,no,unknown,no
34,divorced,291,no,cellular,no
55,single,-703,no,cellular,no
23,single,589,no,cellular,no
75,married,6053,no,cellular,no
58,married,1142,no,telephone,no
35,married,725,no,cellular,no
27,married,802,no,cellular,yes
24,married,556,no,cellular,yes
48,married,191,no,cellular,no
31,single,373,no,cellular,no
57,married,6164,no,cellular,no
53,married,37,no,cellular,no
42,married,1156,no,telephone,no
50,married,806,yes,cellular,no
59,married,2381,no,cellular,no
38,married,-314,no,unknown,no
39,married,285,yes,unknown,no
28,single,1199,no,cellular,no
55,divorced,481,no,telephone,no
33,single,137,no,cellular,no
36,single,168,no,telephone,no
38,divorced,156,no,unknown,no
28,single,4745,no,telephone,yes
32,single,11797,no,cellular,no
35,married,786,yes,cellular,no
58,married,4015,no,unknown,no
30,married,0,no,unknown,no
33,married,331,no,cellular,no
36,married,1554,no,unknown,no
32,married,132,yes,unknown,no
34,single,5086,no,cellular,yes
42,married,529,yes,cellular,no
41,married,4824,yes,cellular,no
63,married,474,no,cellular,yes
38,divorced,86,no,unknown,no
54,married,2281,no,unknown,no
39,married,186,no,cellular,no
46,married,137,no,unknown,no
37,married,6968,no,cellular,no
76,divorced,86,no,cellular,no
28,single,81,yes,cellular,no
33,married,6904,no,telephone,no
46,married,137,yes,unknown,no
30,single,25,no,telephone,no
60,married,759,no,cellular,no
56,married,1922,no,cellular,no
24,single,3298,no,unknown,no
58,married,764,no,cellular,no
79,married,8556,no,telephone,yes
32,married,3514,no,unknown,no
33,married,0,no,cellular,no
77,married,680,no,telephone,no
60,married,0,yes,telephone,no
54,married,2819,no,cellular,no
30,married,-518,yes,unknown,no
50,married,60,yes,cellular,no
50,married,732,no,cellular,no
37,married,2707,no,telephone,no
41,married,177,no,telephone,no
49,married,13229,yes,telephone,no
41,married,-204,yes,unknown,no
40,married,990,no,cellular,no
38,married,648,no,unknown,no
34,married,50,no,cellular,no
49,married,1916,yes,telephone,no
72,married,763,no,cellular,yes
34,married,470,yes,cellular,no
31,married,0,yes,cellular,no
33,single,5739,yes,cellular,no
31,married,0,no,unknown,no
55,married,-375,no,cellular,yes
25,married,157,no,cellular,no
34,married,1518,no,cellular,no
53,married,1343,no,cellular,no
39,single,-401,no,cellular,no
41,married,5310,no,cellular,yes
32,single,2285,no,unknown,no
29,married,22171,no,cellular,no
56,married,856,yes,cellular,no
19,single,1169,no,cellular,no
39,single,3797,no,cellular,no
32,single,53,no,cellular,no
43,married,2519,no,cellular,no
32,married,795,no,cellular,no
53,divorced,0,yes,cellular,no
52,married,2087,no,cellular,yes
43,single,34,no,telephone,no
48,married,5,no,unknown,no
27,single,15,no,cellular,no
27,single,390,no,cellular,no
51,married,712,no,cellular,no
39,single,2600,no,unknown,no
33,married,-241,yes,unknown,no
50,divorced,1545,no,cellular,no
59,divorced,1026,no,unknown,yes
58,married,435,no,telephone,no
54,married,876,no,cellular,yes
60,married,1801,no,telephone,no
38,married,2278,yes,cellular,no
39,married,157,no,unknown,no
40,married,1327,yes,unknown,no
55,married,284,yes,telephone,no
36,married,495,no,cellular,yes
31,single,1588,no,unknown,no
38,married,0,no,telephone,no
52,married,428,no,unknown,no
45,married,542,no,cellular,no
32,married,66,no,cellular,no
58,divorced,314,no,unknown,no
35,married,24,no,cellular,no
36,single,613,no,cellular,no
55,married,1467,yes,cellular,no
45,married,192,no,cellular,no
49,married,321,no,unknown,no
44,married,788,no,cellular,no
37,divorced,48,no,unknown,no
35,married,262,no,cellular,no
36,married,4438,no,unknown,yes
44,single,5045,no,cellular,no
32,single,3014,no,cellular,no
56,married,21664,no,unknown,no
32,married,5878,no,cellular,no
35,married,2723,yes,cellular,no
44,married,576,no,unknown,no
59,married,0,no,telephone,no
31,single,2197,no,unknown,no
60,married,104,no,unknown,no
33,single,1279,no,cellular,no
45,married,295,no,cellular,no
45,married,2128,no,unknown,no
57,married,367,no,telephone,no
36,married,1477,no,cellular,no
30,single,71,no,unknown,no
30,single,127,no,cellular,no
59,divorced,2921,no,telephone,no
58,married,16264,no,telephone,no
49,married,1672,no,cellular,no
48,married,9207,no,cellular,no
28,single,356,no,cellular,no
59,divorced,133,no,cellular,no
40,married,1217,yes,cellular,no
32,divorced,202,no,cellular,no
58,married,590,yes,unknown,no
28,single,442,no,cellular,yes
27,single,808,no,cellular,no
38,single,427,no,cellular,no
53,married,431,no,unknown,no
60,married,4256,no,cellular,yes
33,divorced,0,yes,cellular,no
52,divorced,238,no,cellular,no
64,married,846,no,cellular,yes
40,single,3,no,cellular,yes
52,married,693,no,unknown,no
28,single,0,no,unknown,no
49,married,362,no,unknown,no
28,single,618,no,cellular,no
29,single,2893,no,unknown,no
87,married,230,no,cellular,yes
37,divorced,1287,no,cellular,no
36,married,179,no,unknown,no
35,married,980,no,cellular,no
33,married,79,no,cellular,yes
60,married,3043,no,cellular,no
25,single,808,no,cellular,yes
69,married,745,no,telephone,no
41,married,1309,no,unknown,no
48,single,290,no,cellular,no
35,divorced,1792,no,cellular,yes
30,single,178,no,unknown,no
59,married,0,no,cellular,no
32,single,537,no,unknown,no
28,single,416,no,unknown,no
60,married,1472,no,unknown,no
36,married,3953,no,cellular,no
32,single,112,no,cellular,no
34,divorced,13204,yes,cellular,no
58,married,0,yes,cellular,no
53,married,2240,no,cellular,yes
31,married,22546,no,cellular,no
33,married,0,no,telephone,yes
46,divorced,23,no,cellular,no
29,married,228,no,cellular,no
37,married,215,no,unknown,no
58,married,23,no,unknown,no
34,married,293,no,unknown,no
34,divorced,0,yes,unknown,no
49,married,199,no,unknown,no
53,married,459,no,cellular,yes
42,married,8131,no,unknown,no
40,married,-378,yes,cellular,no
30,single,395,no,cellular,no
31,divorced,10787,no,unknown,no
55,married,865,no,cellular,no
36,married,340,no,cellular,no
31,single,1882,no,cellular,no
26,married,265,no,cellular,no
31,married,389,no,cellular,no
49,married,0,yes,cellular,no
54,married,384,no,cellular,no
47,divorced,94,no,cellular,no
61,married,1471,no,cellular,no
49,married,937,no,unknown,no
51,married,500,no,cellular,no
53,married,25,no,unknown,no
35,married,365,no,cellular,no
25,single,34,yes,unknown,no
79,married,429,no,telephone,yes
53,married,6839,no,cellular,no
21,single,6,no,unknown,no
33,married,467,no,unknown,no
40,divorced,1876,yes,unknown,no
34,married,1847,no,cellular,no
52,married,247,no,cellular,no
27,married,897,no,cellular,yes
57,divorced,4664,no,cellular,no
51,divorced,1291,no,unknown,no
31,single,64,no,cellular,no
49,married,-471,no,cellular,no
32,single,1160,yes,unknown,no
28,single,14,no,cellular,no
33,married,26,no,cellular,no
50,married,452,no,cellular,no
42,single,382,no,cellular,no
45,married,2033,no,cellular,no
34,married,0,no,cellular,no
56,divorced,789,no,cellular,no
33,single,142,no,cellular,no
34,married,645,no,unknown,no
37,married,897,no,cellular,no
37,married,103,no,cellular,no
35,single,847,no,cellular,no
38,single,0,no,cellular,yes
32,married,517,no,unknown,no
52,single,1308,no,unknown,no
49,married,66,yes,cellular,no
46,divorced,361,no,unknown,no
42,married,66,yes,cellular,no
36,married,70,no,unknown,no
32,married,180,no,telephone,no
49,married,279,no,unknown,no
46,married,4,no,cellular,yes
40,married,1416,no,unknown,no
36,married,465,no,unknown,no
36,married,998,no,unknown,no
34,married,550,yes,cellular,no
46,married,1285,no,unknown,no
32,married,4908,yes,cellular,no
32,single,336,no,unknown,no
32,single,131,no,unknown,no
43,married,348,yes,cellular,no
25,single,453,no,cellular,no
55,married,1102,no,unknown,no
24,single,926,yes,cellular,no
40,divorced,502,no,cellular,no
38,single,8669,no,telephone,no
48,single,316,no,unknown,no
36,married,9324,no,cellular,no
57,married,0,no,cellular,no
45,married,72,yes,cellular,no
33,single,61,no,cellular,yes
38,single,173,no,cellular,no
26,single,-162,no,cellular,no
30,single,47,yes,cellular,no
55,divorced,1983,no,telephone,no
34,married,326,yes,unknown,no
60,married,2552,yes,cellular,no
36,single,1283,no,cellular,no
65,married,2179,no,cellular,no
39,married,1047,no,unknown,yes
52,married,36,no,cellular,no
55,married,-308,no,cellular,yes
26,single,1177,no,cellular,no
40,married,2077,no,cellular,no
52,married,0,no,cellular,no
29,married,1,no,cellular,no
41,married,7735,no,cellular,no
30,single,1922,no,cellular,no
28,single,153,no,cellular,yes
26,married,2770,no,unknown,no
58,married,139,no,cellular,no
29,single,21,no,cellular,no
48,married,178,no,unknown,no
35,married,444,no,cellular,no
26,single,209,no,cellular,no
49,married,3096,no,unknown,no
34,married,5320,no,cellular,no
32,married,4885,yes,cellular,no
31,married,0,yes,cellular,no
48,married,5462,no,unknown,no
40,married,6767,no,cellular,no
42,divorced,2974,no,unknown,no
48,married,427,no,unknown,no
38,married,8876,no,cellular,no
53,married,146,no,unknown,no
59,divorced,319,no,cellular,no
28,single,304,no,cellular,no
41,married,389,no,unknown,no
50,single,766,no,unknown,no
31,married,0,no,cellular,no
30,single,3107,no,unknown,no
59,divorced,174,no,unknown,no
33,divorced,-305,yes,unknown,no
35,married,670,no,cellular,no
30,single,6164,no,unknown,no
71,married,2850,no,cellular,yes
30,single,79,no,cellular,no
24,married,110,no,unknown,no
34,single,5039,no,cellular,no
34,married,360,no,telephone,no
52,married,199,no,cellular,no
33,single,238,yes,cellular,no
38,married,5092,no,unknown,no
41,divorced,1088,no,cellular,no
42,divorced,221,no,unknown,no
38,divorced,889,yes,unknown,no
48,married,750,no,cellular,no
34,single,0,yes,unknown,no
46,married,1291,no,cellular,no
33,married,1844,no,unknown,no
40,married,89,yes,telephone,no
36,married,4280,no,unknown,no
32,single,0,no,cellular,no
33,married,625,no,unknown,no
55,married,574,no,cellular,no
58,married,320,no,unknown,no
25,single,468,no,unknown,no
47,married,440,no,unknown,no
40,married,0,no,cellular,no
59,married,5706,no,cellular,no
40,married,7780,no,telephone,no
30,married,-559,yes,cellular,no
25,single,16874,yes,cellular,no
58,married,1987,no,telephone,no
39,married,98,no,telephone,no
40,married,642,no,cellular,no
38,married,526,yes,unknown,no
66,single,6483,no,cellular,no
47,married,2306,no,telephone,yes
37,married,954,no,unknown,no
36,single,-679,yes,cellular,no
50,married,-1,no,cellular,no
76,married,2590,no,telephone,no
58,single,331,yes,cellular,no
42,married,4209,no,unknown,no
58,divorced,462,no,cellular,yes
28,single,0,no,cellular,no
41,married,0,no,cellular,no
30,married,151,no,cellular,no
32,divorced,883,no,cellular,yes
27,single,266,yes,cellular,no
48,married,0,no,cellular,no
36,married,491,no,unknown,no
54,married,3,yes,cellular,no
36,married,198,no,unknown,no
52,married,14363,no,unknown,no
34,divorced,0,yes,cellular,no
43,married,136,no,cellular,yes
32,single,28,no,cellular,no
33,single,335,no,cellular,no
51,married,174,no,telephone,no
39,married,270,no,unknown,no
44,single,1206,no,cellular,no
49,divorced,198,no,unknown,no
25,married,914,no,cellular,no
39,married,31,no,cellular,no
54,married,0,no,telephone,no
32,single,347,no,cellular,no
36,married,860,no,unknown,no
54,married,89,no,cellular,no
31,married,0,yes,cellular,no
45,married,0,yes,cellular,no
31,single,68,no,cellular,no
45,married,-149,no,cellular,no
33,divorced,2411,no,cellular,yes
46,divorced,225,no,cellular,no
43,single,2731,no,cellular,no
50,married,112,no,cellular,no
44,divorced,0,no,cellular,no
42,married,3620,no,unknown,no
26,single,179,no,cellular,no
47,single,1544,no,cellular,no
48,married,199,no,telephone,no
60,married,231,no,unknown,no
27,divorced,76,no,unknown,no
30,single,302,no,cellular,yes
28,single,189,no,cellular,no
58,married,565,no,telephone,yes
37,married,310,no,cellular,no
36,married,1746,no,unknown,no
39,married,6,no,cellular,no
52,married,-110,yes,cellular,no
55,married,2749,yes,unknown,no
30,single,6495,no,cellular,no
36,single,35,no,unknown,no
39,married,-650,no,cellular,no
47,married,292,yes,telephone,no
42,single,5774,no,unknown,no
42,married,2416,no,unknown,no
58,married,35,no,cellular,no
68,married,19317,no,cellular,yes
43,married,50,no,unknown,no
44,married,-674,no,unknown,no
49,married,3726,no,cellular,yes
57,married,1180,yes,unknown,no
61,divorced,6610,no,cellular,yes
36,single,319,no,cellular,no
31,married,1545,yes,cellular,no
51,married,1315,no,telephone,no
31,single,424,no,cellular,no
56,married,151,no,cellular,no
30,single,-970,yes,cellular,no
38,married,-762,yes,unknown,no
35,married,181,no,cellular,no
31,married,-120,no,cellular,no
39,divorced,1022,no,unknown,no
50,married,78,no,cellular,no
39,married,209,no,unknown,no
26,married,2469,no,cellular,no
55,married,0,no,cellular,no
43,divorced,328,yes,cellular,no
34,married,0,no,cellular,no
51,married,307,yes,unknown,no
31,married,1384,no,cellular,no
32,married,0,no,cellular,no
53,married,719,no,unknown,no
44,divorced,0,no,cellular,no
38,married,6704,no,unknown,no
47,married,4543,no,unknown,no
36,married,0,no,unknown,no
30,single,149,no,unknown,no
46,married,-1400,no,telephone,no
33,married,-118,yes,unknown,no
43,married,2160,no,cellular,yes
38,married,3452,no,cellular,no
27,single,842,no,cellular,no
38,married,3576,no,cellular,yes
41,married,1666,no,unknown,no
29,married,0,no,cellular,no
39,married,0,no,unknown,no
42,single,1628,no,cellular,no
47,married,51,yes,unknown,no
30,single,447,no,unknown,no
34,married,396,no,cellular,no
45,married,4994,no,unknown,no
43,married,3215,no,cellular,no
59,married,2814,no,unknown,no
50,married,0,no,cellular,no
39,married,293,no,unknown,no
36,married,474,no,unknown,no
44,married,16178,no,cellular,no
36,married,0,no,cellular,no
27,single,88,no,cellular,no
29,married,308,no,unknown,no
70,married,1164,no,telephone,no
44,married,13893,no,unknown,no
55,married,0,no,unknown,no
36,divorced,-435,no,unknown,no
28,single,389,no,cellular,no
50,divorced,356,no,cellular,no
49,married,2718,no,unknown,no
71,divorced,261,no,cellular,no
31,single,757,no,cellular,no
45,single,16,no,cellular,no
42,married,-422,no,cellular,no
45,married,248,no,cellular,no
47,married,145,no,unknown,no
60,divorced,598,yes,cellular,no
35,married,949,no,unknown,no
31,single,614,no,cellular,no
33,married,1209,no,cellular,no
50,married,202,no,cellular,no
51,married,1840,no,cellular,no
34,married,114,yes,cellular,no
56,married,-229,yes,cellular,no
29,married,182,no,telephone,no
31,married,401,no,cellular,no
44,divorced,759,no,unknown,no
55,married,4194,yes,telephone,no
35,single,0,no,telephone,no
36,married,629,yes,cellular,no
54,married,153,yes,unknown,no
32,married,553,no,cellular,no
36,divorced,1057,no,cellular,no
60,married,78,no,unknown,no
32,single,-28,yes,unknown,no
57,married,929,no,cellular,no
34,married,428,no,cellular,no
27,single,268,no,cellular,no
52,single,83,no,cellular,yes
45,divorced,998,no,telephone,no
58,single,2223,no,cellular,no
39,single,6,no,cellular,no
48,single,312,yes,cellular,no
36,single,0,no,cellular,no
31,single,691,no,cellular,no
41,married,771,no,cellular,no
30,single,192,no,cellular,no
57,married,0,no,cellular,no
29,single,1070,no,unknown,yes
29,divorced,84,no,cellular,yes
30,single,2,no,cellular,no
44,married,1242,no,cellular,no
33,single,5969,no,cellular,no
56,divorced,3337,no,telephone,no
26,single,1347,no,telephone,yes
52,married,64,no,telephone,no
32,single,249,no,unknown,no
36,single,0,no,cellular,no
26,married,128,no,unknown,no
37,married,196,no,unknown,no
34,married,351,no,cellular,no
26,single,5533,no,cellular,no
32,married,38,no,cellular,yes
30,single,35,no,cellular,no
27,single,235,no,cellular,no
42,single,30,no,cellular,no
33,single,92,no,unknown,no
37,married,67,no,unknown,no
45,married,4022,no,cellular,no
36,married,3057,no,unknown,yes
39,single,0,no,cellular,no
33,single,349,no,cellular,no
47,married,2322,no,cellular,no
49,married,167,yes,unknown,no
46,divorced,558,no,cellular,no
31,married,-230,yes,cellular,no
43,divorced,4094,no,cellular,no
30,single,239,no,unknown,yes
43,divorced,497,no,cellular,no
42,married,179,no,cellular,no
30,single,305,no,cellular,yes
33,single,-67,no,unknown,no
41,married,4539,no,unknown,no
29,single,770,no,cellular,no
38,married,-673,no,unknown,no
29,married,858,no,cellular,no
80,married,0,no,cellular,yes
38,single,5244,no,cellular,no
36,divorced,117,no,unknown,no
38,married,846,no,cellular,no
44,married,0,no,cellular,no
31,married,1331,no,cellular,yes
31,single,31,yes,unknown,no
57,divorced,179,no,cellular,no
37,married,543,no,unknown,no
50,married,253,yes,cellular,no
60,married,71188,no,cellular,no
51,married,5108,no,cellular,no
48,married,1738,no,cellular,no
42,married,-97,no,cellular,no
36,married,199,no,cellular,no
43,married,489,no,cellular,no
31,married,355,yes,unknown,no
49,single,-97,no,unknown,no
35,divorced,473,yes,cellular,no
44,married,6649,no,cellular,no
34,married,263,no,cellular,no
46,married,781,no,unknown,no
49,married,1032,no,unknown,no
32,married,119,no,cellular,no
35,divorced,434,no,cellular,no
51,married,2967,no,unknown,no
57,divorced,-331,no,unknown,no
59,married,1585,no,telephone,no
40,divorced,4384,no,unknown,no
49,single,588,no,cellular,no
51,married,3180,no,cellular,no
35,married,0,yes,unknown,no
29,married,-76,no,unknown,no
32,single,152,no,cellular,yes
37,divorced,1040,no,cellular,no
49,married,-384,no,unknown,no
45,married,473,no,unknown,no
34,single,475,no,cellular,no
53,married,0,no,cellular,no
42,married,149,no,cellular,no
43,married,3285,no,unknown,yes
52,married,424,no,cellular,no
34,single,79,yes,cellular,no
34,divorced,674,no,cellular,yes
27,married,0,no,cellular,yes
43,married,58,no,cellular,no
41,married,532,no,cellular,no
72,married,4130,no,cellular,no
35,married,422,no,cellular,no
41,married,437,no,unknown,no
36,divorced,-308,no,cellular,yes
51,married,30,no,cellular,no
37,married,137,no,cellular,no
42,single,-247,yes,telephone,yes
26,single,321,no,cellular,no
23,single,250,no,cellular,no
50,married,-470,no,cellular,no
37,married,140,yes,cellular,no
35,married,2793,no,cellular,no
